entity,class,kb_id,link_confidence,mentions
Receptors for Activated C Kinase,GENE_OR_GENE_PRODUCT,C0172203,0.7892152667045593,1
"FOXG1B protein, human",ORGANISM,C0290266,0.7816856503486633,1
Skeletal,ORGAN,C0521324,0.9999999403953552,1
gamma-Tubulin,GENE_OR_GENE_PRODUCT,C0017056,1.0,1
alpha-Tubulin,GENE_OR_GENE_PRODUCT,C0002318,1.0,1
Vimentin,GENE_OR_GENE_PRODUCT,C0042666,1.0,1
ARIH1 gene,ORGANISM,C1412533,1.0,1
"Glutathione S-Transferase Mu 3, Human",GENE_OR_GENE_PRODUCT,C1436312,0.7531027793884277,1
anterior olfactory nucleus,MULTI_TISSUE_STRUCTURE,C0175225,1.0,1
Amygdaloid structure,ORGANISM,C0002708,1.0,1
Electrons,SIMPLE_CHEMICAL,C0013852,0.9999999403953552,1
Heat shock proteins,GENE_OR_GENE_PRODUCT,C0018850,1.0,1
Cerebrovascular Disorders,MULTI_TISSUE_STRUCTURE,C0007820,0.8855453729629517,1
Fetal Alcohol Syndrome,GENE_OR_GENE_PRODUCT,C0015923,1.0,1
Glycosphingolipids,ORGANISM_SUBSTANCE,C0017978,1.0,1
Low-Density Lipoproteins,GENE_OR_GENE_PRODUCT,C0023823,1.0,1
Cerebrovascular system,MULTI_TISSUE_STRUCTURE,C0225992,1.0,1
Brain Diseases,PATHOLOGICAL_FORMATION,C0006111,0.8182896971702576,1
APOB gene,GENE_OR_GENE_PRODUCT,C1412471,0.9999999403953552,1
Caspase-1,GENE_OR_GENE_PRODUCT,C0534519,1.0,1
NPC2 gene,GENE_OR_GENE_PRODUCT,C1422736,1.0,1
lipoate synthase activity,GENE_OR_GENE_PRODUCT,C1150704,0.9999999403953552,1
"APOD protein, human",GENE_OR_GENE_PRODUCT,C0072090,0.9999999403953552,1
LRP8 gene,GENE_OR_GENE_PRODUCT,C1416919,1.0,1
"nuclear receptor subfamily 1, group H, member 3",GENE_OR_GENE_PRODUCT,C0297439,0.7773294448852539,1
Purkinje Cells,CELL,C0034143,1.0,1
Posterior cortical cataract,MULTI_TISSUE_STRUCTURE,C4023650,0.7978537678718567,1
Lentiform nucleus structure,MULTI_TISSUE_STRUCTURE,C0162342,0.9999999403953552,1
Basal Forebrain,CANCER,C2331620,1.0,1
CD40 Antigens,GENE_OR_GENE_PRODUCT,C0054959,1.0,1
"TGFB1 protein, human",GENE_OR_GENE_PRODUCT,C0080222,1.0,1
Parietal Lobule,MULTI_TISSUE_STRUCTURE,C3853038,1.0,1
sodium,SIMPLE_CHEMICAL,C0037473,1.0,1
Spinocerebellar Ataxia Type 2,GENE_OR_GENE_PRODUCT,C0752121,1.0,1
Machado-Joseph Disease,GENE_OR_GENE_PRODUCT,C0024408,1.0,1
3-chlorotyrosine,SIMPLE_CHEMICAL,C0254781,1.0,1
deferoxamine,SIMPLE_CHEMICAL,C0011145,1.0,1
uric acid,SIMPLE_CHEMICAL,C0041980,1.0,1
Dopamine D2 Receptor,GENE_OR_GENE_PRODUCT,C0058698,1.0,1
"Amyotrophic Lateral Sclerosis, Guam Form",CANCER,C0543859,0.9165657162666321,1
Gastric ulcer,CANCER,C0038358,1.0,1
tributyl phosphate,GENE_OR_GENE_PRODUCT,C0077021,1.0,1
Cerebellum,MULTI_TISSUE_STRUCTURE,C0007765,1.0,1
thioredoxin peroxidase,GENE_OR_GENE_PRODUCT,C0633227,1.0,1
Manganese Superoxide Dismutase,GENE_OR_GENE_PRODUCT,C0024708,0.9999999403953552,1
"GSTA4 protein, human",GENE_OR_GENE_PRODUCT,C0752939,1.0,1
Brodmann area 35,CANCER,C2326929,1.0,1
Nerve Growth Factors,GENE_OR_GENE_PRODUCT,C0027754,1.0,1
Niemann-Pick Diseases,ORGANISM,C0028064,0.8933202624320984,1
Hepatosplenomegaly,ORGANISM,C0019214,1.0,1
Cherry Flavor,GENE_OR_GENE_PRODUCT,C0770609,0.8757538795471191,1
Cyclophosphamide/Fluorouracil/Tamoxifen,SIMPLE_CHEMICAL,C0280462,1.0,1
Raclopride,SIMPLE_CHEMICAL,C0072953,1.0,1
Lymphocyte,CELL,C0024264,1.0,1
endonuclease III,GENE_OR_GENE_PRODUCT,C0539884,1.0,1
formamidopyrimidine-DNA glycosylase,GENE_OR_GENE_PRODUCT,C0118120,0.9433071613311768,1
Pyrimidines,SIMPLE_CHEMICAL,C0034289,1.0,1
Purines,SIMPLE_CHEMICAL,C0034140,1.0,1
technetium 99m,SIMPLE_CHEMICAL,C0303611,0.9999999403953552,1
ethylene,SIMPLE_CHEMICAL,C0015075,1.0,1
ergocalciferol,SIMPLE_CHEMICAL,C0014695,1.0,1
acetylcysteine,SIMPLE_CHEMICAL,C0001047,1.0,1
HIV,ORGANISM,C0019682,1.0,1
ethanol,SIMPLE_CHEMICAL,C0001962,1.0,1
Serpins,GENE_OR_GENE_PRODUCT,C0036764,0.9999999403953552,1
threonine,AMINO_ACID,C0040005,1.0,1
Adrenal Cortex,ORGAN,C0001613,1.0,1
3-iodobenzylguanidine,SIMPLE_CHEMICAL,C0047506,1.0,1
bleomycin hydrolase,SIMPLE_CHEMICAL,C0053849,1.0,1
bleomycin,SIMPLE_CHEMICAL,C0005740,1.0,1
Simplexvirus,ORGANISM,C0206558,1.0,1
Dopa,SIMPLE_CHEMICAL,C0013023,0.9999999403953552,1
NF-kappaB inhibitor alpha,GENE_OR_GENE_PRODUCT,C0126732,1.0,1
Prostaglandins,SIMPLE_CHEMICAL,C0033554,0.9999999403953552,1
sphingosyl beta-glucoside,SIMPLE_CHEMICAL,C0074996,1.0,1
S100B gene,GENE_OR_GENE_PRODUCT,C1419790,1.0,1
RBFOX3 gene,CELL,C3146324,1.0,1
Gamma-Enolase,GENE_OR_GENE_PRODUCT,C1880904,1.0,1
apomorphine,SIMPLE_CHEMICAL,C0003596,0.9999998807907104,1
Stem cells,ORGANISM,C0038250,0.7621978521347046,1
"Hematoma, Subdural",CANCER,C0018946,1.0,1
Patients,ORGANISM,C0030705,1.0,1
clioquinol,SIMPLE_CHEMICAL,C0021978,1.0,1
dextroamphetamine,SIMPLE_CHEMICAL,C0011812,1.0,1
Bone Marrow,MULTI_TISSUE_STRUCTURE,C0005953,1.0,1
Stromal Cells,CELL,C0162597,0.9999999403953552,1
